Sr,Name,Docstatus,Customer,Type of Invoice,Grand Total,Status,Currency,Grand Total (Company Currency),Outstanding Amount,Payment Due Date,Integrator ID,Party Account Currency,POS Profile,Date,Price List Rate,Item Name,Item,Sales Invoice
3048,MP-SINV-2024-68258,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320818,IDR,Shopify ID - Kasir,2024-04-20,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,b929b3fb18
3049,MP-SINV-2024-68258,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320818,IDR,Shopify ID - Kasir,2024-04-20,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,cb22bd488c
3050,MP-SINV-2024-68258,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320818,IDR,Shopify ID - Kasir,2024-04-20,458000,Ishikari 20+2 L Nine Iron Grey,TPL4.MI.80030A,e93c942159
3051,MP-SINV-2024-68248,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-20,320827,IDR,Shopify ID - Kasir,2024-04-20,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,0713bb441d
3052,MP-SINV-2024-68248,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-20,320827,IDR,Shopify ID - Kasir,2024-04-20,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,1c260cec49
3053,MP-SINV-2024-68248,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-20,320827,IDR,Shopify ID - Kasir,2024-04-20,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,46b1902dfe
3054,MP-SINV-2024-68248,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-20,320827,IDR,Shopify ID - Kasir,2024-04-20,418000,SOLANA OFFICE BACKPACK - BLACK,TMBBO206200BJNG,6f26f443a9
3055,MP-SINV-2024-68260,1,Cash - Shopify ID,Full Payment,14000,Paid,IDR,14000,0,2024-04-20,320829,IDR,Shopify ID - Kasir,2024-04-20,28000,MIRAR ADJUSTABLE EYEGLASS STRAP,TUBRG206900XXNG,387e4fdd6f
3056,MP-SINV-2024-68558,1,Cash - Shopify ID,Full Payment,355000,Paid,IDR,355000,0,2024-04-20,320855-NONPCA,IDR,Shopify ID - Kasir,2024-04-20,428000,Yesan Foldable Duffle Bag Tosca,TMBBD100140TE,13ae8e619f
3057,MP-SINV-2024-68558,1,Cash - Shopify ID,Full Payment,355000,Paid,IDR,355000,0,2024-04-20,320855-NONPCA,IDR,Shopify ID - Kasir,2024-04-20,78000,ODER KEY CHAIN CREAN BLACK,TPL4.RD.00030B,ae8950a055
3058,MP-SINV-2024-68263,1,Cash - Shopify ID,Full Payment,131970,Paid,IDR,131970,0,2024-04-20,320859,IDR,Shopify ID - Kasir,2024-04-20,159000,NEO YEOCHA C Inner Pack Plain - grey,TUBOI100205GSPOLNG,8d7d6daa55
3059,MP-SINV-2024-68251,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320870,IDR,Shopify ID - Kasir,2024-04-20,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,2ed6a8cec8
3060,MP-SINV-2024-68251,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320870,IDR,Shopify ID - Kasir,2024-04-20,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,8abf96baee
3061,MP-SINV-2024-68251,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320870,IDR,Shopify ID - Kasir,2024-04-20,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,e55463a53e
3062,MP-SINV-2024-68251,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320870,IDR,Shopify ID - Kasir,2024-04-20,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,e729495c9f
3063,MP-SINV-2024-69243,1,Cash - Shopify ID,Full Payment,150000,Paid,IDR,150000,0,2024-04-22,321319,IDR,Shopify ID - Kasir,2024-04-22,150000,KHALID TOTE BAG MASJID NUSANTARA - BLACK,TUBTE317214BAPOLMN,42b86ba144
3064,MP-SINV-2024-68716,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320882,IDR,Shopify ID - Kasir,2024-04-20,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,4fd4851264
3065,MP-SINV-2024-68716,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320882,IDR,Shopify ID - Kasir,2024-04-20,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,54e08d6a6b
3066,MP-SINV-2024-68716,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320882,IDR,Shopify ID - Kasir,2024-04-20,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,5c70669ecf
3067,MP-SINV-2024-68716,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-20,320882,IDR,Shopify ID - Kasir,2024-04-20,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,bcb09cfa3c
3068,MP-SINV-2024-68280,1,Cash - Shopify ID,Full Payment,295800,Paid,IDR,295800,0,2024-04-20,320901-1,IDR,Shopify ID - Kasir,2024-04-20,348000,ARRAFA SANDAL ACTISOFT EMBOSS  LEG BLUE  42,TPL4RB90032IN,95cacb5436
3069,MP-SINV-2024-69242,1,Cash - Shopify ID,Full Payment,86640,Paid,IDR,86640,0,2024-04-22,321321,IDR,Shopify ID - Kasir,2024-04-22,96000,Dafi Shoepack - Black,TUBOH319300BAPOLNG,83c4ad6b15
3070,MP-SINV-2024-68987,1,Cash - Shopify ID,Full Payment,84000,Paid,IDR,84000,0,2024-04-22,320893,IDR,Shopify ID - Kasir,2024-04-22,168000,SEDIENTO HYDRATION SACKS - WHITE,TUCBY206900WANG,2925362859
3071,MP-SINV-2024-68988,1,Cash - Shopify ID,Full Payment,123849.81,Paid,IDR,123849.81,0,2024-04-22,320898,IDR,Shopify ID - Kasir,2024-04-22,198000,ASA MULTI POUCH  - GREY,TUBOG339500GSNYNG,8381eab71b
3072,MP-SINV-2024-68988,1,Cash - Shopify ID,Full Payment,123849.81,Paid,IDR,123849.81,0,2024-04-22,320898,IDR,Shopify ID - Kasir,2024-04-22,24000,CUADRO CABLE POUCH,TUCOC206973XXNG,d12c31507a
3073,MP-SINV-2024-68717,1,Cash - Shopify ID,Full Payment,150000,Paid,IDR,150000,0,2024-04-20,320897,IDR,Shopify ID - Kasir,2024-04-20,150000,KHALID TOTE BAG MASJID NUSANTARA - BLACK,TUBTE317214BAPOLMN,7674d9f9b2
3074,MP-SINV-2024-69812,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321297,IDR,Shopify ID - Kasir,2024-04-22,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,2cf9f13ba9
3075,MP-SINV-2024-69812,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321297,IDR,Shopify ID - Kasir,2024-04-22,418000,SOLANA OFFICE BACKPACK - NAVY,TMBBO206200INNG,5d67cc1595
3076,MP-SINV-2024-69812,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321297,IDR,Shopify ID - Kasir,2024-04-22,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,7ecd2aa61d
3077,MP-SINV-2024-69812,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321297,IDR,Shopify ID - Kasir,2024-04-22,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,ef77540fa5
3078,MP-SINV-2024-68779,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-21,320919,IDR,Shopify ID - Kasir,2024-04-21,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,05d5b79e59
3079,MP-SINV-2024-68779,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-21,320919,IDR,Shopify ID - Kasir,2024-04-21,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,35e45eea44
3080,MP-SINV-2024-68779,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-21,320919,IDR,Shopify ID - Kasir,2024-04-21,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,c660302e5d
3081,MP-SINV-2024-68779,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-21,320919,IDR,Shopify ID - Kasir,2024-04-21,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,edb7d4f086
3082,MP-SINV-2024-68984,1,Cash - Shopify ID,Full Payment,200260,Paid,IDR,200260,0,2024-04-22,320890,IDR,Shopify ID - Kasir,2024-04-22,248000,ZIYAD SARUNG MOTIF - ARMY,TMASG354300HSPOLAY,bb108c3ec1
3083,MP-SINV-2024-69127,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-22,321094,IDR,Shopify ID - Kasir,2024-04-22,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,0c4b759f90
3084,MP-SINV-2024-69127,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-22,321094,IDR,Shopify ID - Kasir,2024-04-22,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,b3baeee3af
3085,MP-SINV-2024-69127,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-22,321094,IDR,Shopify ID - Kasir,2024-04-22,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,eab58361c7
3086,MP-SINV-2024-69127,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-22,321094,IDR,Shopify ID - Kasir,2024-04-22,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,f34fbf818d
3087,MP-SINV-2024-69132,1,Cash - Shopify ID,Full Payment,209000,Paid,IDR,209000,0,2024-04-22,321116,IDR,Shopify ID - Kasir,2024-04-22,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,11c2926693
3088,MP-SINV-2024-69132,1,Cash - Shopify ID,Full Payment,209000,Paid,IDR,209000,0,2024-04-22,321116,IDR,Shopify ID - Kasir,2024-04-22,178000,NEO NAMHAE TRAVEL POUCH- BLACK ,TUBPT100600BANXNG,2c5057c01f
3089,MP-SINV-2024-69132,1,Cash - Shopify ID,Full Payment,209000,Paid,IDR,209000,0,2024-04-22,321116,IDR,Shopify ID - Kasir,2024-04-22,78000,BRAZO HALF GLOVES - BEET RED,TUCGH205200RBNG,ab261801df
3090,MP-SINV-2024-69132,1,Cash - Shopify ID,Full Payment,209000,Paid,IDR,209000,0,2024-04-22,321116,IDR,Shopify ID - Kasir,2024-04-22,48000,ASEAR 2 IN 1 ELECTRONIC CLEANSER - BLACK ,TUCEE206900BANG,de2c2e1d00
3091,MP-SINV-2024-69122,1,Cash - Shopify ID,Full Payment,115000,Paid,IDR,115000,0,2024-04-22,321098,IDR,Shopify ID - Kasir,2024-04-22,0,WATERMELON FLAG TOTEBAG 2.0 - BLACK,TUBTE364800BAPOLWM,e1a5d7b73b
3092,MP-SINV-2024-69452,1,Cash - Shopify ID,Full Payment,56440,Paid,IDR,56440,0,2024-04-22,321117,IDR,Shopify ID - Kasir,2024-04-22,68000,NEO ODER WALLET CARD C - PATRIOT BLUE,TUCCW101200IPPOLNG,efc597fe5a
3093,MP-SINV-2024-74181,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-04-22,321120,IDR,Shopify ID - Kasir,2024-04-22,1299000,NEO TAKAHAGI TBP 40L - NAVY,TUBBT000140INTRING,1bc2502dd0
3094,MP-SINV-2024-74181,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-04-22,321120,IDR,Shopify ID - Kasir,2024-04-22,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,8c789ddbc6
3095,MP-SINV-2024-69453,1,Cash - Shopify ID,Full Payment,49000,Paid,IDR,49000,0,2024-04-22,321164,IDR,Shopify ID - Kasir,2024-04-22,98000,CORRI FOLDABLE PEE BOTTLE,TUCBT206973XXNG,8c3c472ca5
3096,MP-SINV-2024-69053,1,Cash - Shopify ID,Full Payment,368830.87,Paid,IDR,368830.87,0,2024-04-22,321145-1,IDR,Shopify ID - Kasir,2024-04-22,298000,NEO HWADO DAYPACK 17L - BLACK,TUBBD200117BAPOLNG,4460b894f5
3097,MP-SINV-2024-69053,1,Cash - Shopify ID,Full Payment,368830.87,Paid,IDR,368830.87,0,2024-04-22,321145-1,IDR,Shopify ID - Kasir,2024-04-22,188000,JUANG TRAVEL POUCH - BLACK,TUBPT333700BANYNG,f959336f67
3098,MP-SINV-2024-69244,1,Cash - Shopify ID,Full Payment,159600,Paid,IDR,159600,0,2024-04-22,321322,IDR,Shopify ID - Kasir,2024-04-22,168000,NEO YEONGDO WAIST BAG - BLACK,TFBWB200900BANXNG,4b5ef99722
3099,MP-SINV-2024-69815,1,Cash - Shopify ID,Full Payment,130200,Paid,IDR,130200,0,2024-04-22,321205,IDR,Shopify ID - Kasir,2024-04-22,96000,Dafi Shoepack - Black,TUBOH319300BAPOLNG,00c7d26555
3100,MP-SINV-2024-69815,1,Cash - Shopify ID,Full Payment,130200,Paid,IDR,130200,0,2024-04-22,321205,IDR,Shopify ID - Kasir,2024-04-22,78000,DINERO MONEY BELT - BLACK,TUBMB302500BJNG,6a67416e3d
3101,MP-SINV-2024-69455,1,Cash - Shopify ID,Full Payment,14000,Paid,IDR,14000,0,2024-04-22,321210,IDR,Shopify ID - Kasir,2024-04-22,28000,MIRAR ADJUSTABLE EYEGLASS STRAP,TUBRG206900XXNG,1d4f4ce9bf
3102,MP-SINV-2024-72636,1,Cash - Shopify ID,Full Payment,286059.43,Paid,IDR,286059.43,0,2024-04-26,321259-2,IDR,Shopify ID - Kasir,2024-04-26,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,473514eab6
3103,MP-SINV-2024-72636,1,Cash - Shopify ID,Full Payment,286059.43,Paid,IDR,286059.43,0,2024-04-26,321259-2,IDR,Shopify ID - Kasir,2024-04-26,418000,AQUILA OFFICE BACKPACK - GREY,TMBBO203400GDNXNG,93f93fd717
3104,ACC-SINV-2024-01339,1,Cash - Shopify ID,Full Payment,609000,Paid,IDR,609000,0,2024-04-28,321239,IDR,Shopify ID - Kasir,2024-04-28,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,471cf0aa40
3105,ACC-SINV-2024-01339,1,Cash - Shopify ID,Full Payment,609000,Paid,IDR,609000,0,2024-04-28,321239,IDR,Shopify ID - Kasir,2024-04-28,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,85ee58143d
3106,ACC-SINV-2024-01339,1,Cash - Shopify ID,Full Payment,609000,Paid,IDR,609000,0,2024-04-28,321239,IDR,Shopify ID - Kasir,2024-04-28,298000,NEO HWADO DAYPACK 17L - BLACK,TUBBD200117BAPOLNG,e26f093992
3107,ACC-SINV-2024-01339,1,Cash - Shopify ID,Full Payment,609000,Paid,IDR,609000,0,2024-04-28,321239,IDR,Shopify ID - Kasir,2024-04-28,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,f446dce2de
3108,ACC-SINV-2024-01339,1,Cash - Shopify ID,Full Payment,609000,Paid,IDR,609000,0,2024-04-28,321239,IDR,Shopify ID - Kasir,2024-04-28,418000,SOLANA OFFICE BACKPACK - BLACK,TMBBO206200BJNG,fd023360ff
3109,MP-SINV-2024-69818,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321305,IDR,Shopify ID - Kasir,2024-04-22,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,19b51357db
3110,MP-SINV-2024-69818,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321305,IDR,Shopify ID - Kasir,2024-04-22,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,53856a9ff6
3111,MP-SINV-2024-69818,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321305,IDR,Shopify ID - Kasir,2024-04-22,418000,SOLANA OFFICE BACKPACK - BLACK,TMBBO206200BJNG,784c807f76
3112,MP-SINV-2024-69818,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321305,IDR,Shopify ID - Kasir,2024-04-22,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,fc999fc4cb
3113,MP-SINV-2024-69445,1,Cash - Shopify ID,Full Payment,530000,Paid,IDR,530000,0,2024-04-22,321293,IDR,Shopify ID - Kasir,2024-04-22,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,307ac84cd3
3114,MP-SINV-2024-69445,1,Cash - Shopify ID,Full Payment,530000,Paid,IDR,530000,0,2024-04-22,321293,IDR,Shopify ID - Kasir,2024-04-22,148000,WIDARA BACKPACK - BLACK GREY,TUBBD343100BGPOLNG,eb9db4841f
3115,MP-SINV-2024-69238,1,Cash - Shopify ID,Full Payment,54000,Paid,IDR,54000,0,2024-04-22,321324,IDR,Shopify ID - Kasir,2024-04-22,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,6bd4a599f2
3116,MP-SINV-2024-69937,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321327,IDR,Shopify ID - Kasir,2024-04-22,418000,ALMAGRO OFFICE BACKPACK - BLACK,TMBBO2033BJNG,155e1e3f4c
3117,MP-SINV-2024-69937,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321327,IDR,Shopify ID - Kasir,2024-04-22,98000,EVO SEOHA TOILETRIS - BLACK,TUCOT200100BABIMNG,72e4f1eab5
3118,MP-SINV-2024-69937,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-22,321327,IDR,Shopify ID - Kasir,2024-04-22,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,c6795b4f44
3119,MP-SINV-2024-68715,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-20,320903,IDR,Shopify ID - Kasir,2024-04-20,78000,EVO MUSU STATIONERY - BLACK,TUCOS200100BABIMNG,5c3c788ed1
3120,MP-SINV-2024-68715,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-20,320903,IDR,Shopify ID - Kasir,2024-04-20,418000,AQUILA OFFICE BACKPACK - GREY,TMBBO203400GDNXNG,af6d29c375
3121,MP-SINV-2024-68715,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-20,320903,IDR,Shopify ID - Kasir,2024-04-20,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,bdb268cd0b
3122,MP-SINV-2024-68715,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-20,320903,IDR,Shopify ID - Kasir,2024-04-20,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,ea549829e2
3123,MP-SINV-2024-69247,1,Cash - Shopify ID,Full Payment,74100,Paid,IDR,74100,0,2024-04-22,321339,IDR,Shopify ID - Kasir,2024-04-22,78000,BRAZO HALF GLOVES - STEEL GREY,TUCGH205200GSNG,1e5f96f7eb
3124,MP-SINV-2024-69069,1,Cash - Shopify ID,Full Payment,332328.78,Paid,IDR,332328.78,0,2024-04-22,321340-1,IDR,Shopify ID - Kasir,2024-04-22,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,393364750e
3125,MP-SINV-2024-69069,1,Cash - Shopify ID,Full Payment,332328.78,Paid,IDR,332328.78,0,2024-04-22,321340-1,IDR,Shopify ID - Kasir,2024-04-22,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,5010ce6fe3
3126,MP-SINV-2024-69069,1,Cash - Shopify ID,Full Payment,332328.78,Paid,IDR,332328.78,0,2024-04-22,321340-1,IDR,Shopify ID - Kasir,2024-04-22,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,e85ac86ab8
3127,MP-SINV-2024-69249,1,Cash - Shopify ID,Full Payment,39000,Paid,IDR,39000,0,2024-04-22,321345,IDR,Shopify ID - Kasir,2024-04-22,78000,DINERO MONEY BELT - BLACK,TUBMB302500BJNG,c279ffb3c0
3128,ACC-SINV-2024-01336,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-28,321358,IDR,Shopify ID - Kasir,2024-04-28,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,161741ff03
3129,ACC-SINV-2024-01336,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-28,321358,IDR,Shopify ID - Kasir,2024-04-28,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,3c400f642d
3130,ACC-SINV-2024-01336,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-28,321358,IDR,Shopify ID - Kasir,2024-04-28,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,640265fd27
3131,ACC-SINV-2024-01336,1,Cash - Shopify ID,Full Payment,375000,Paid,IDR,375000,0,2024-04-28,321358,IDR,Shopify ID - Kasir,2024-04-28,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,c66022664f
3132,ACC-SINV-2024-01335,1,Cash - Shopify ID,Full Payment,319336.49,Paid,IDR,319336.49,0,2024-04-28,321356,IDR,Shopify ID - Kasir,2024-04-28,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,0d24774ddd
3133,ACC-SINV-2024-01335,1,Cash - Shopify ID,Full Payment,319336.49,Paid,IDR,319336.49,0,2024-04-28,321356,IDR,Shopify ID - Kasir,2024-04-28,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,15a7166e1b
3134,ACC-SINV-2024-01335,1,Cash - Shopify ID,Full Payment,319336.49,Paid,IDR,319336.49,0,2024-04-28,321356,IDR,Shopify ID - Kasir,2024-04-28,418000,AQUILA OFFICE BACKPACK - BLACK,TMBBO2034BJNG,a9e95a99ca
3135,ACC-SINV-2024-01334,1,CUST-2024-01278,Full Payment,375000,Paid,IDR,375000,0,2024-04-28,321360-NONPCA,IDR,Shopify ID - Kasir,2024-04-28,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,009c2d1417
3136,ACC-SINV-2024-01334,1,CUST-2024-01278,Full Payment,375000,Paid,IDR,375000,0,2024-04-28,321360-NONPCA,IDR,Shopify ID - Kasir,2024-04-28,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,375613c8a9
3137,ACC-SINV-2024-01334,1,CUST-2024-01278,Full Payment,375000,Paid,IDR,375000,0,2024-04-28,321360-NONPCA,IDR,Shopify ID - Kasir,2024-04-28,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,8a22870422
3138,ACC-SINV-2024-01334,1,CUST-2024-01278,Full Payment,375000,Paid,IDR,375000,0,2024-04-28,321360-NONPCA,IDR,Shopify ID - Kasir,2024-04-28,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,e1cfef7099
3139,ACC-SINV-2024-01333,1,CUST-2024-01257,Full Payment,42671.22,Paid,IDR,42671.22,0,2024-04-28,321363-NONPCA,IDR,Shopify ID - Kasir,2024-04-28,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,aba3263583
3140,MP-SINV-2024-70069,1,Cash - Shopify ID,Full Payment,332328.78,Paid,IDR,332328.78,0,2024-04-23,321363-1,IDR,Shopify ID - Kasir,2024-04-23,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,0bfd137504
3141,MP-SINV-2024-70069,1,Cash - Shopify ID,Full Payment,332328.78,Paid,IDR,332328.78,0,2024-04-23,321363-1,IDR,Shopify ID - Kasir,2024-04-23,458000,Ishikari 20+2 L Nine Iron Grey,TPL4.MI.80030A,166a7abb91
3142,MP-SINV-2024-70069,1,Cash - Shopify ID,Full Payment,332328.78,Paid,IDR,332328.78,0,2024-04-23,321363-1,IDR,Shopify ID - Kasir,2024-04-23,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,bed9aece69
3143,MP-SINV-2024-68550,1,Cash - Shopify ID,Full Payment,54000,Paid,IDR,54000,0,2024-04-20,320948,IDR,Shopify ID - Kasir,2024-04-20,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,8b7824daad
3144,ACC-SINV-2024-01332,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-28,321397,IDR,Shopify ID - Kasir,2024-04-28,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,2359a397c5
3145,ACC-SINV-2024-01332,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-28,321397,IDR,Shopify ID - Kasir,2024-04-28,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,38bbdb6414
3146,ACC-SINV-2024-01332,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-28,321397,IDR,Shopify ID - Kasir,2024-04-28,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,4f2556013e
3147,ACC-SINV-2024-01332,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-28,321397,IDR,Shopify ID - Kasir,2024-04-28,418000,SOLANA OFFICE BACKPACK - BLACK,TMBBO206200BJNG,ae8780360d
3148,ACC-SINV-2024-01331,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-28,321420,IDR,Shopify ID - Kasir,2024-04-28,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,13739b61db
3149,ACC-SINV-2024-01331,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-28,321420,IDR,Shopify ID - Kasir,2024-04-28,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,962687332a
3150,ACC-SINV-2024-01331,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-28,321420,IDR,Shopify ID - Kasir,2024-04-28,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,9b0e35566f
3151,ACC-SINV-2024-01331,1,Cash - Shopify ID,Full Payment,365000,Paid,IDR,365000,0,2024-04-28,321420,IDR,Shopify ID - Kasir,2024-04-28,418000,SOLANA OFFICE BACKPACK - BLACK,TMBBO206200BJNG,cfdf62408d
3152,MP-SINV-2024-68654,1,Cash - Shopify ID,Full Payment,54000,Paid,IDR,54000,0,2024-04-20,321003,IDR,Shopify ID - Kasir,2024-04-20,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,fddb4a20f6
3153,ACC-SINV-2024-01330,1,Cash - Shopify ID,Full Payment,128100,Paid,IDR,128100,0,2024-04-28,321424,IDR,Shopify ID - Kasir,2024-04-28,108000,JARRA TUMBLER GRAPHIC - BLACK,TTUCBT300100BADA,403da8f2c6
