Sr,Name,Docstatus,Customer,Type of Invoice,Grand Total,Status,Currency,Grand Total (Company Currency),Outstanding Amount,Payment Due Date,Integrator ID,Party Account Currency,POS Profile,Date,Price List Rate,Item Name,Item,Sales Invoice
107,MP-SINV-2024-99630,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-06-05,329318,IDR,Shopify ID - Kasir,2024-06-05,108000,Dafi Shoepack - Yellow,TUBOH319300YMPOLNG,3cd05c536b
108,MP-SINV-2024-99630,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-06-05,329318,IDR,Shopify ID - Kasir,2024-06-05,148000,Dafi Clothpack L - Yellow ,TUBOC339974YMPOLNG,8413156155
109,MP-SINV-2024-99630,1,Cash - Shopify ID,Full Payment,999000,Paid,IDR,999000,0,2024-06-05,329318,IDR,Shopify ID - Kasir,2024-06-05,999000,KANZAKI DP 30L Black,TPL4.MF.80090B,f535a8c84c
110,MP-SINV-2024-99623,1,Cash - Shopify ID,Full Payment,607726,Paid,IDR,607726,0,2024-06-05,329310,IDR,Shopify ID - Kasir,2024-06-05,98000,NEO Seoha Toiletries - MAROON,TUBOT200100MOPOLNG,189d55f501
111,MP-SINV-2024-99623,1,Cash - Shopify ID,Full Payment,607726,Paid,IDR,607726,0,2024-06-05,329310,IDR,Shopify ID - Kasir,2024-06-05,999000,KANZAKI DP 30L Black,TPL4.MF.80090B,6a51a41261
112,MP-SINV-2024-99622,1,Cash - Shopify ID,Full Payment,819180,Paid,IDR,819180,0,2024-06-05,329303,IDR,Shopify ID - Kasir,2024-06-05,999000,KANZAKI DP 30L Black,TPL4.MF.80090B,5c83bc2877
113,MP-SINV-2024-99596,1,Cash - Shopify ID,Full Payment,178024,Paid,IDR,178024,0,2024-06-05,329286,IDR,Shopify ID - Kasir,2024-06-05,238000,GALICIA EXPANDABLE POUCH - BLACK,TMBPX205900BJNG,dec6fa01a0
114,MP-SINV-2024-99594,1,Cash - Shopify ID,Full Payment,55000,Paid,IDR,55000,0,2024-06-05,329308,IDR,Shopify ID - Kasir,2024-06-05,68000,NEO ODER WALLET CARD C - NAVY BLUE,TUCCW101200INPOLNG,8af00c7d63
115,MP-SINV-2024-99591,1,Cash - Shopify ID,Full Payment,1465120,Paid,IDR,1465120,0,2024-06-05,329283-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,278000,SHIROI FB 19 L BLACK (DIA),TPL4.MI.9001BB,8de8cbf032
116,MP-SINV-2024-99591,1,Cash - Shopify ID,Full Payment,1465120,Paid,IDR,1465120,0,2024-06-05,329283-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,1349000,NEO FUJISAWA - HITAM ,TUBBT341945BANDXNG,9cf94cc4c7
117,MP-SINV-2024-99534,1,Cash - Shopify ID,Full Payment,135240,Paid,IDR,135240,0,2024-06-05,329292,IDR,Shopify ID - Kasir,2024-06-05,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,fc2233fca4
118,MP-SINV-2024-99533,1,Cash - Shopify ID,Full Payment,334740,Paid,IDR,334740,0,2024-06-05,329293,IDR,Shopify ID - Kasir,2024-06-05,378000,CARTAGENA RIDING VEST - NAVY XL,TMBVD301175INPOLNG,57913cda2d
119,MP-SINV-2024-99533,1,Cash - Shopify ID,Full Payment,334740,Paid,IDR,334740,0,2024-06-05,329293,IDR,Shopify ID - Kasir,2024-06-05,138000,GANI LONG WALLET - BLACK,TMCWL304100BANG,8ffb3f1afd
120,MP-SINV-2024-99532,1,Cash - Shopify ID,Full Payment,28000,Paid,IDR,28000,0,2024-06-05,329287,IDR,Shopify ID - Kasir,2024-06-05,28000,MIRAR ADJUSTABLE EYEGLASS STRAP,TUBRG206900XXNG,e52d46b901
121,MP-SINV-2024-99511,1,Cash - Shopify ID,Full Payment,565964,Paid,IDR,565964,0,2024-06-05,329297,IDR,Shopify ID - Kasir,2024-06-05,228000,DERAP WAIST BAG - BLACK,TUBWB330900BANXNG,0af652532d
122,MP-SINV-2024-99511,1,Cash - Shopify ID,Full Payment,565964,Paid,IDR,565964,0,2024-06-05,329297,IDR,Shopify ID - Kasir,2024-06-05,558000,MERDEKA BACKPACK - BLACK,TUBBD330815BANXPHM,91822f61ef
123,MP-SINV-2024-99505,1,Cash - Shopify ID,Full Payment,72698.18,Paid,IDR,72698.18,0,2024-06-05,329159-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,98000,EVO SEOHA TOILETRIES - OLIVE,TUBOT200100OGBIMNG,92ca36e64d
124,MP-SINV-2024-99505,1,Cash - Shopify ID,Full Payment,72698.18,Paid,IDR,72698.18,0,2024-06-05,329159-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,a2c6fe8e2f
125,MP-SINV-2024-99463,1,Cash - Shopify ID,Full Payment,393000,Paid,IDR,393000,0,2024-06-05,329274-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,78000,ODER KEY CHAIN CREAN BLACK,TPL4.RD.00030B,11fea68218
126,MP-SINV-2024-99463,1,Cash - Shopify ID,Full Payment,393000,Paid,IDR,393000,0,2024-06-05,329274-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,458000,Ishikari 20+2 L Nine Iron Grey,TPL4.MI.80030A,d61539a64e
127,ACC-SINV-2024-01740,1,CUST-2024-01694,Full Payment,115000,Paid,IDR,115000,0,2024-06-05,329039-NONPCA,IDR,Shopify ID - Kasir,2024-06-05,115000,WATERMELON FLAG TOTEBAG 2.0 - BLACK,TUBTE364800BAPOLWM,d8172cd653
128,MP-SINV-2024-99423,1,Cash - Shopify ID,Full Payment,77440,Paid,IDR,77440,0,2024-06-05,329285,IDR,Shopify ID - Kasir,2024-06-05,88000,DAFI SKINCARE POUCH - NAVY,TUBPC350473INPOLNG,483ba356fd
129,MP-SINV-2024-99256,1,Cash - Shopify ID,Full Payment,56440,Paid,IDR,56440,0,2024-06-05,329282,IDR,Shopify ID - Kasir,2024-06-05,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,66e7a0a0b3
130,MP-SINV-2024-99225,1,Cash - Shopify ID,Full Payment,100000,Paid,IDR,100000,0,2024-06-05,329130,IDR,Shopify ID - Kasir,2024-06-05,100000,WATERMELON FLAG TOTEBAG ,TUBTE315400XXPOLWM,6c64fd1654
131,ACC-SINV-2024-01024-1,1,CUST-2023-09195,Full Payment,485800,Paid,IDR,485800,0,2024-03-27,,IDR,Shopify ID - Kasir,2024-03-27,298000,HIJAZ SLINGBAG - BLACK,TUBLB305400BADIANG,5e01cf2dcf
132,ACC-SINV-2024-01024-1,1,CUST-2023-09195,Full Payment,485800,Paid,IDR,485800,0,2024-03-27,,IDR,Shopify ID - Kasir,2024-03-27,118000,DAYITA MINI POUCH - OLIVE HITAM,TUBPM314200OBPOLNG,b5520821d4
133,ACC-SINV-2024-01024-1,1,CUST-2023-09195,Full Payment,485800,Paid,IDR,485800,0,2024-03-27,,IDR,Shopify ID - Kasir,2024-03-27,278000,ANIRA SLING BAG - NAVY,TUBLB314500INPOLNG,e4d15a2f33
134,MP-SINV-2024-99219,1,Cash - Shopify ID,Full Payment,494000,Paid,IDR,494000,0,2024-06-05,329229,IDR,Shopify ID - Kasir,2024-06-05,158000,SHIBATA TP 2L Tosca,TPL4.MC.80070T,4e600dae32
135,MP-SINV-2024-99219,1,Cash - Shopify ID,Full Payment,494000,Paid,IDR,494000,0,2024-06-05,329229,IDR,Shopify ID - Kasir,2024-06-05,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,5251f9e834
136,MP-SINV-2024-99205,1,Cash - Shopify ID,Full Payment,419980,Paid,IDR,419980,0,2024-06-05,329239,IDR,Shopify ID - Kasir,2024-06-05,298000,ANOTASI LAPTOP CASE - STEEL GREY,TUBOL302700GSDODNG,e6618a953c
137,MP-SINV-2024-99204,1,Cash - Shopify ID,Full Payment,174240,Paid,IDR,174240,0,2024-06-05,329254,IDR,Shopify ID - Kasir,2024-06-05,198000,NAMCHON Travel Pouch - Black,TMBPT100104BA,0e1950c1e7
138,MP-SINV-2024-99173,1,Cash - Shopify ID,Full Payment,56440,Paid,IDR,56440,0,2024-06-05,329207,IDR,Shopify ID - Kasir,2024-06-05,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,5205717162
139,MP-SINV-2024-99172,1,Cash - Shopify ID,Full Payment,147000,Paid,IDR,147000,0,2024-06-05,329209,IDR,Shopify ID - Kasir,2024-06-05,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,7737f7baaf
140,MP-SINV-2024-99171,1,Cash - Shopify ID,Full Payment,164982.4,Paid,IDR,164982.4,0,2024-06-05,329211,IDR,Shopify ID - Kasir,2024-06-05,218000,KIPA TRAVEL POUCH GREY,TMBPT304002GSNYNG,3b3908de43
141,MP-SINV-2024-99170,1,Cash - Shopify ID,Full Payment,143055,Paid,IDR,143055,0,2024-06-05,329202,IDR,Shopify ID - Kasir,2024-06-05,198000,NEO GAESA NECK WALLET - BLACK,TUBPP101100BJNXNG,148f16e1d4
142,MP-SINV-2024-99130,1,Cash - Shopify ID,Full Payment,147000,Paid,IDR,147000,0,2024-06-05,329231,IDR,Shopify ID - Kasir,2024-06-05,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,e494cbf337
143,MP-SINV-2024-99129,1,Cash - Shopify ID,Full Payment,829170,Paid,IDR,829170,0,2024-06-05,329228,IDR,Shopify ID - Kasir,2024-06-05,999000,KANZAKI DP 30L Legion Blue,TPL4.MF.80090N,ad407a176d
144,MP-SINV-2024-99128,1,Cash - Shopify ID,Full Payment,230026.2,Paid,IDR,230026.2,0,2024-06-05,329194,IDR,Shopify ID - Kasir,2024-06-05,298000,NEO AMURIO SCHOOL BACKPACK 19L - GREY,TUBBS204719GCPOLNG,13181286ce
145,MP-SINV-2024-99127,1,Cash - Shopify ID,Full Payment,238500,Paid,IDR,238500,0,2024-06-05,329227,IDR,Shopify ID - Kasir,2024-06-05,228000,RAYA TRAVEL POUCH - BLACK,TUBPT338100BANXNG,4659cdc502
146,MP-SINV-2024-99126,1,Cash - Shopify ID,Full Payment,323119,Paid,IDR,323119,0,2024-06-05,329206,IDR,Shopify ID - Kasir,2024-06-05,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,c0fd525aa0
147,MP-SINV-2024-99112,1,Cash - Shopify ID,Full Payment,148500,Paid,IDR,148500,0,2024-06-05,329241,IDR,Shopify ID - Kasir,2024-06-05,198000,ASA MULTI POUCH  - GREY,TUBOG339500GSNYNG,5abebc683e
148,MP-SINV-2024-99109,1,Cash - Shopify ID,Full Payment,295800,Paid,IDR,295800,0,2024-06-05,329240,IDR,Shopify ID - Kasir,2024-06-05,348000,ARRAFA SANDAL ACTISOFT EMBOSS  LEG BLUE  42,TPL4RB90032IN,2a01a53638
149,MP-SINV-2024-99079,1,Cash - Shopify ID,Full Payment,212940,Paid,IDR,212940,0,2024-06-05,329215,IDR,Shopify ID - Kasir,2024-06-05,118000,Dafi Underwear pack - Navy,TUBOI349973INPOLNG,739379c6d3
150,MP-SINV-2024-99079,1,Cash - Shopify ID,Full Payment,212940,Paid,IDR,212940,0,2024-06-05,329215,IDR,Shopify ID - Kasir,2024-06-05,128000,Dafi Toiletries L - Navy  ,TUBOT352574INPOLNG,ef700d9f80
151,MP-SINV-2024-99001,1,Cash - Shopify ID,Full Payment,268200,Paid,IDR,268200,0,2024-06-04,329180,IDR,Shopify ID - Kasir,2024-06-04,298000,NEO HWADO DAYPACK 17L - CHARCOAL GREY,TUBBD200117GCPOLNG,8bbfc4fc39
152,MP-SINV-2024-98997,1,Cash - Shopify ID,Full Payment,155000,Paid,IDR,155000,0,2024-06-04,329161,IDR,Shopify ID - Kasir,2024-06-04,198000,NEO GAESA NECK WALLET - BLACK,TUBPP101100BJNXNG,bb6eb69b86
153,MP-SINV-2024-98955,1,Cash - Shopify ID,Full Payment,148500,Paid,IDR,148500,0,2024-06-04,329151,IDR,Shopify ID - Kasir,2024-06-04,198000,SATU MINI TRAVEL POUCH - DARK GREY,TUBPT336300GCNXNG,d7b04ad9aa
154,MP-SINV-2024-98919,1,Cash - Shopify ID,Full Payment,147000,Paid,IDR,147000,0,2024-06-04,329143,IDR,Shopify ID - Kasir,2024-06-04,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,e5fbf6e5b7
155,MP-SINV-2024-98859,1,Cash - Shopify ID,Full Payment,393000,Paid,IDR,393000,0,2024-06-04,329144,IDR,Shopify ID - Kasir,2024-06-04,458000,Ishikari 20+2 L Nine Iron Grey,TPL4.MI.80030A,19e01123e6
156,MP-SINV-2024-98859,1,Cash - Shopify ID,Full Payment,393000,Paid,IDR,393000,0,2024-06-04,329144,IDR,Shopify ID - Kasir,2024-06-04,178000,LOKITA FOLDABLE POUCH - GREY NAVY,TUBBF314100NEPOLNG,30ef59d112
157,MP-SINV-2024-98854,1,Cash - Shopify ID,Full Payment,149940,Paid,IDR,149940,0,2024-06-04,329150,IDR,Shopify ID - Kasir,2024-06-04,68000,Dafi Multi Pouch XL - Navy ,TUBPU351875INPOLNG,71adc170bb
158,MP-SINV-2024-98854,1,Cash - Shopify ID,Full Payment,149940,Paid,IDR,149940,0,2024-06-04,329150,IDR,Shopify ID - Kasir,2024-06-04,48000,Dafi Multipouch Medium - Yellow,TUBPU351773YMPOLNG,c5f6073a83
159,MP-SINV-2024-98854,1,Cash - Shopify ID,Full Payment,149940,Paid,IDR,149940,0,2024-06-04,329150,IDR,Shopify ID - Kasir,2024-06-04,58000,Dafi Multi Pouch L - Navy,TUBPU350174INPOLNG,f77020378a
160,MP-SINV-2024-98821,1,Cash - Shopify ID,Full Payment,79200,Paid,IDR,79200,0,2024-06-04,329107,IDR,Shopify ID - Kasir,2024-06-04,88000,EVO SUGINAMI CHARGER PACK - GREY,TUBOG100102GCBMFNG,2cfe012711
161,MP-SINV-2024-98783,1,Cash - Shopify ID,Full Payment,359000,Paid,IDR,359000,0,2024-06-04,329140,IDR,Shopify ID - Kasir,2024-06-04,78000,ODER KEY CHAIN CREAN BLACK,TPL4.RD.00030B,4f99f2cf36
162,MP-SINV-2024-98783,1,Cash - Shopify ID,Full Payment,359000,Paid,IDR,359000,0,2024-06-04,329140,IDR,Shopify ID - Kasir,2024-06-04,278000,KUMANO FB BLACK,TPL4.MI.00030B,6291ce2852
163,MP-SINV-2024-98783,1,Cash - Shopify ID,Full Payment,359000,Paid,IDR,359000,0,2024-06-04,329140,IDR,Shopify ID - Kasir,2024-06-04,118000,PASSPORT POUCH AMA BLACK,TPL4.MC.10050B,ace2aef8f5
164,MP-SINV-2024-98708,1,Cash - Shopify ID,Full Payment,255500,Paid,IDR,255500,0,2024-06-04,329082,IDR,Shopify ID - Kasir,2024-06-04,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,5948d05532
165,MP-SINV-2024-98708,1,Cash - Shopify ID,Full Payment,255500,Paid,IDR,255500,0,2024-06-04,329082,IDR,Shopify ID - Kasir,2024-06-04,128000,ODER LONG WALLET A TRIANGLE-LEGION-BLUE,TPL4.RD.90010N,d6ad04be25
166,MP-SINV-2024-98701,1,Cash - Shopify ID,Full Payment,1157740,Paid,IDR,1157740,0,2024-06-04,329118-NONPCA,IDR,Shopify ID - Kasir,2024-06-04,1349000,NEO FUJISAWA - NAVY,TUBBT341945INNDXNG,1d44065598
167,MP-SINV-2024-98701,1,Cash - Shopify ID,Full Payment,1157740,Paid,IDR,1157740,0,2024-06-04,329118-NONPCA,IDR,Shopify ID - Kasir,2024-06-04,178000,NEO HASEONG TRAVEL POUCH - BLACK,TMBPT200300BANXNG,54a0ba2fb2
168,MP-SINV-2024-98694,1,Cash - Shopify ID,Full Payment,250920,Paid,IDR,250920,0,2024-06-04,329134,IDR,Shopify ID - Kasir,2024-06-04,328000,JABAL SANDAL DARK BROWN - 41,TMFSF315341WDPOLNG,134a612cf5
169,MP-SINV-2024-98658,1,Cash - Shopify ID,Full Payment,166000,Paid,IDR,166000,0,2024-06-04,328874-NONPCA,IDR,Shopify ID - Kasir,2024-06-04,98000,NEO GALSAN KEYCHAIN - BLACK,TMCWK200100BANXNG,49bf6fd536
170,MP-SINV-2024-98658,1,Cash - Shopify ID,Full Payment,166000,Paid,IDR,166000,0,2024-06-04,328874-NONPCA,IDR,Shopify ID - Kasir,2024-06-04,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,e6b875258e
171,MP-SINV-2024-98639,1,Cash - Shopify ID,Full Payment,58266,Paid,IDR,58266,0,2024-06-04,329097,IDR,Shopify ID - Kasir,2024-06-04,78000,ODER KEY CHAIN SNELL GREY,TPL4.RD.00010A,5dfb97fc90
172,MP-SINV-2024-98638,1,Cash - Shopify ID,Full Payment,219988,Paid,IDR,219988,0,2024-06-04,329110,IDR,Shopify ID - Kasir,2024-06-04,128000,ODER LONG WALLET A TRIANGLE-LEGION-BLUE,TPL4.RD.90010N,2207ac0a8a
173,MP-SINV-2024-98638,1,Cash - Shopify ID,Full Payment,219988,Paid,IDR,219988,0,2024-06-04,329110,IDR,Shopify ID - Kasir,2024-06-04,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,6917d257d7
174,MP-SINV-2024-98637,1,Cash - Shopify ID,Full Payment,185300,Paid,IDR,185300,0,2024-06-04,329115,IDR,Shopify ID - Kasir,2024-06-04,218000,KIPA TRAVEL POUCH ALL BLACK,TMBPT304002BANYNG,c435866700
175,MP-SINV-2024-98446,1,Cash - Shopify ID,Full Payment,148000,Paid,IDR,148000,0,2024-06-03,328479,IDR,Shopify ID - Kasir,2024-06-03,148000,SULABA BACKPACK - GREY,TUBBD338600GSPOLNG,1a6eb5be3b
176,MP-SINV-2024-98446,1,Cash - Shopify ID,Full Payment,148000,Paid,IDR,148000,0,2024-06-03,328479,IDR,Shopify ID - Kasir,2024-06-03,58000,BALLENO STATIONERY POUCH - MEDIEVAL BLUE,TUBOS204100IMNG,9e4dd0c6fb
177,MP-SINV-2024-98523,1,Cash - Shopify ID,Full Payment,56440,Paid,IDR,56440,0,2024-06-04,329089,IDR,Shopify ID - Kasir,2024-06-04,68000,GABARDINA RAINCOAT,TUAJI206975XXPOLNG,c299c9da6c
178,ACC-SINV-2024-01737,1,CUST-2024-01698,Full Payment,50161.13,Paid,IDR,50161.13,0,2024-06-04,328829-NONPCA,IDR,Shopify ID - Kasir,2024-06-04,98000,FARRA TUMBLER TEMPERATURE - BLACK,TUCBT410100BATICNG,c61d0358eb
179,MP-SINV-2024-98508,1,Cash - Shopify ID,Full Payment,24549000,Paid,IDR,24549000,0,2024-06-04,329076,IDR,Shopify ID - Kasir,2024-06-04,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,96e9750fc2
180,MP-SINV-2024-98508,1,Cash - Shopify ID,Full Payment,24549000,Paid,IDR,24549000,0,2024-06-04,329076,IDR,Shopify ID - Kasir,2024-06-04,178000,Kashiba 3 L Dark Grey,TPL4.MC.80120A,ea4e5a3f1c
181,MP-SINV-2024-98445,1,Cash - Shopify ID,Full Payment,124800,Paid,IDR,124800,0,2024-06-03,328828,IDR,Shopify ID - Kasir,2024-06-03,78000,BRAZO HALF GLOVES - BEET RED,TUCGH205200RBNG,20a4b802d8
182,MP-SINV-2024-98445,1,Cash - Shopify ID,Full Payment,124800,Paid,IDR,124800,0,2024-06-03,328828,IDR,Shopify ID - Kasir,2024-06-03,78000,DEDO HALF GLOVES - MISTY GREY,TMCGH205300GMNG,b863ebe422
183,MP-SINV-2024-98273,1,Cash - Shopify ID,Full Payment,855000,Paid,IDR,855000,0,2024-06-03,328981,IDR,Shopify ID - Kasir,2024-06-03,98000,FARRA TUMBLER TEMPERATURE - BLACK,TUCBT410100BATICNG,78c8fd98b6
184,MP-SINV-2024-98273,1,Cash - Shopify ID,Full Payment,855000,Paid,IDR,855000,0,2024-06-03,328981,IDR,Shopify ID - Kasir,2024-06-03,999000,KANZAKI DP 30L Legion Blue,TPL4.MF.80090N,86b02c7f0a
185,MP-SINV-2024-98273,1,Cash - Shopify ID,Full Payment,855000,Paid,IDR,855000,0,2024-06-03,328981,IDR,Shopify ID - Kasir,2024-06-03,88000,NEO SAMGEO CARD HOLDER - BLACK,TMCWK200400BJNG,e8ca05efd1
186,MP-SINV-2024-98273,1,Cash - Shopify ID,Full Payment,855000,Paid,IDR,855000,0,2024-06-03,328981,IDR,Shopify ID - Kasir,2024-06-03,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,ff073499ac
187,MP-SINV-2024-98228,1,Cash - Shopify ID,Full Payment,310000,Paid,IDR,310000,0,2024-06-03,328970-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,228000,ARMORE GAMING WAIST BAG - CROSS STRIPE BLACK,TMBWB204800GFSC,2febe6bfb6
188,MP-SINV-2024-98228,1,Cash - Shopify ID,Full Payment,310000,Paid,IDR,310000,0,2024-06-03,328970-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,158000,NEO HASEONG MINI POUCH - BLACK,TUBPM200100BANXNG,b3f40eb64f
189,MP-SINV-2024-98227,1,Cash - Shopify ID,Full Payment,558000,Paid,IDR,558000,0,2024-06-03,328937-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,458000,Ishikari 20+2 L Hitam,TPL4.MI.80030B,034f3475bf
190,MP-SINV-2024-98227,1,Cash - Shopify ID,Full Payment,558000,Paid,IDR,558000,0,2024-06-03,328937-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,188000,JUANG TRAVEL POUCH - OLIVE,TUBPT333700OGNYNG,9f36f4341b
191,MP-SINV-2024-98227,1,Cash - Shopify ID,Full Payment,558000,Paid,IDR,558000,0,2024-06-03,328937-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,78000,EVO MUSU STATIONERY - OLIVE,TUBOS200100OGBIMNG,bec94a9aea
192,MP-SINV-2024-98226,1,Cash - Shopify ID,Full Payment,304500,Paid,IDR,304500,0,2024-06-03,328866-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,258000,SAGALAYA TOTE BAG - OLIVE,TUBTE339000OGBMFNG,15b75ab1de
193,MP-SINV-2024-98226,1,Cash - Shopify ID,Full Payment,304500,Paid,IDR,304500,0,2024-06-03,328866-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,148000,SULABA BACKPACK - BLACK,TUBBD338600BAPOLNG,adea6721df
194,MP-SINV-2024-98225,1,Cash - Shopify ID,Full Payment,260800,Paid,IDR,260800,0,2024-06-03,328969-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,168000,NEO NISHIO WAIST BAG - BLACK,TMBWB100100BJNXNG,7d3259cae4
195,MP-SINV-2024-98225,1,Cash - Shopify ID,Full Payment,260800,Paid,IDR,260800,0,2024-06-03,328969-NONPCA,IDR,Shopify ID - Kasir,2024-06-03,158000,NEO MINO MINI TRAVEL POUCH - GREY,TMBPT002702GRNXAR,bf3bd1f026
196,MP-SINV-2024-95148,1,Cash - Shopify ID,Full Payment,393000,Paid,IDR,393000,0,2024-05-29,328058,IDR,Shopify ID - Kasir,2024-05-29,138000,PARINA FOLDABLE DRAWSTRING  POUCH - GREY-NAVY,TUBBF314300NENYNG,65654cd03d
197,MP-SINV-2024-95148,1,Cash - Shopify ID,Full Payment,393000,Paid,IDR,393000,0,2024-05-29,328058,IDR,Shopify ID - Kasir,2024-05-29,458000,Ishikari 20+2 L Nine Iron Grey,TPL4.MI.80030A,bde3ac6159
198,MP-SINV-2024-92662,1,Cash - Shopify ID,Full Payment,563300,Paid,IDR,563300,0,2024-05-25,327141-NONPCA,IDR,Shopify ID - Kasir,2024-05-25,428000,Yesan Foldable Duffle Bag Grey,TMBBD100140GG,7fc3498a25
199,MP-SINV-2024-92662,1,Cash - Shopify ID,Full Payment,563300,Paid,IDR,563300,0,2024-05-25,327141-NONPCA,IDR,Shopify ID - Kasir,2024-05-25,218000,VALENCIA EXPANDABLE POUCH - GREY,TMBPX206000GDNG,c8d284b020
200,MP-SINV-2024-91621,1,Cash - Shopify ID,Full Payment,415940,Paid,IDR,415940,0,2024-05-24,327109-NONPCA,IDR,Shopify ID - Kasir,2024-05-24,298000,ANIMO MESSENGER BAG - ALL BLACK,TUBSM302300BATRXNG,5196811157
201,MP-SINV-2024-91621,1,Cash - Shopify ID,Full Payment,415940,Paid,IDR,415940,0,2024-05-24,327109-NONPCA,IDR,Shopify ID - Kasir,2024-05-24,178000,Kashiba 3 L Hitam,TPL4.MC.80120B,e85161d1ac
202,MP-SINV-2024-91868,1,Cash - Shopify ID,Full Payment,511000,Paid,IDR,511000,0,2024-05-24,327204,IDR,Shopify ID - Kasir,2024-05-24,458000,Ishikari 20+2 L Navy (Legion Blue),TPL4.MI.80030N,0312bdecd1
203,MP-SINV-2024-91868,1,Cash - Shopify ID,Full Payment,511000,Paid,IDR,511000,0,2024-05-24,327204,IDR,Shopify ID - Kasir,2024-05-24,28000,ALUMIN LUGGAGE NAME TAG - NAVY BLUE,TUCKN206900INNG,23c5008702
204,MP-SINV-2024-91868,1,Cash - Shopify ID,Full Payment,511000,Paid,IDR,511000,0,2024-05-24,327204,IDR,Shopify ID - Kasir,2024-05-24,98000,NEO ODER WALLET B - NAVY,TUCWL101100ILPOLNG,6c1500e83e
205,MP-SINV-2024-91868,1,Cash - Shopify ID,Full Payment,511000,Paid,IDR,511000,0,2024-05-24,327204,IDR,Shopify ID - Kasir,2024-05-24,148000,SOKCHO Waist Bag - Navy,TUBWB100702IN,b7698538b1
206,MP-SINV-2024-98209,1,Cash - Shopify ID,Full Payment,374400,Paid,IDR,374400,0,2024-06-03,328972,IDR,Shopify ID - Kasir,2024-06-03,468000,KONSULTAS GANESH - BLACK,RTUBWB334600BADDXNG,4d4eccec87
207,MP-SINV-2024-91618,1,Cash - Shopify ID,Full Payment,166000,Paid,IDR,166000,0,2024-05-24,326977-NONPCA,IDR,Shopify ID - Kasir,2024-05-24,98000,NEO ODER WALLET B - BLACK,TUCWL101100BAPOLNG,916f5c3e71
208,MP-SINV-2024-91618,1,Cash - Shopify ID,Full Payment,166000,Paid,IDR,166000,0,2024-05-24,326977-NONPCA,IDR,Shopify ID - Kasir,2024-05-24,178000,Kashiba 3 L Dark Grey,TPL4.MC.80120A,c8f5bdf447
209,MP-SINV-2024-97209,1,Cash - Shopify ID,Full Payment,102765,Paid,IDR,102765,0,2024-05-29,328046,IDR,Shopify ID - Kasir,2024-05-29,78000,BRAZO HALF GLOVES - BEET RED,TUCGH205200RBNG,296e70daf9
210,MP-SINV-2024-97209,1,Cash - Shopify ID,Full Payment,102765,Paid,IDR,102765,0,2024-05-29,328046,IDR,Shopify ID - Kasir,2024-05-29,78000,BRAZO HALF GLOVES - STEEL GREY,TUCGH205200GSNG,5129218f14
211,MP-SINV-2024-97512,1,Cash - Shopify ID,Full Payment,212740,Paid,IDR,212740,0,2024-06-02,328181-NONPCA,IDR,Shopify ID - Kasir,2024-06-02,78000,DEDO HALF GLOVES - MISTY GREY,TMCGH205300GMNG,42fcd84653
212,MP-SINV-2024-97512,1,Cash - Shopify ID,Full Payment,212740,Paid,IDR,212740,0,2024-06-02,328181-NONPCA,IDR,Shopify ID - Kasir,2024-06-02,148000,SANBUK A (top outer pack) - patriot blue,TUBOC200103BP,97820d0702
213,MP-SINV-2024-95709,1,Cash - Shopify ID,Full Payment,721000,Paid,IDR,721000,0,2024-05-30,328195,IDR,Shopify ID - Kasir,2024-05-30,138000,PARINA FOLDABLE DRAWSTRING  POUCH - BLACK-GREY,TUBBF314300BGNYNG,2e1fca5edd
